Cód.,Município,Salario
2922102,Mundo Novo (BA),1909.13
2922201,Muniz Ferreira (BA),1403.09
2922250,Muquém do São Francisco (BA),2281.05
2922300,Muritiba (BA),1565.25
2922409,Mutuípe (BA),1714.78
2922508,Nazaré (BA),1663.77
2922607,Nilo Peçanha (BA),1788.38
2922656,Nordestina (BA),2798.21
2922706,Nova Canaã (BA),1790.15
2922730,Nova Fátima (BA),1609.96
2922755,Nova Ibiá (BA),2005.13
2922805,Nova Itarana (BA),1274.26
2922854,Nova Redenção (BA),1422.17
2922904,Nova Soure (BA),1940.9
2923001,Nova Viçosa (BA),1778.48
2923035,Novo Horizonte (BA),1256.98
2923050,Novo Triunfo (BA),1743.73
2923100,Olindina (BA),1842.81
2923209,Oliveira dos Brejinhos (BA),1766.54
2923308,Ouriçangas (BA),2083.02
2923357,Ourolândia (BA),1694.96
2923407,Palmas de Monte Alto (BA),1747.94
2923506,Palmeiras (BA),1888.3
2923605,Paramirim (BA),1835.14
2923704,Paratinga (BA),1607.95
2923803,Paripiranga (BA),1986.06
2923902,Pau Brasil (BA),1767.93
2924009,Paulo Afonso (BA),2127.15
2924058,Pé de Serra (BA),1818.08
2924108,Pedrão (BA),1538.2
2924207,Pedro Alexandre (BA),1614.98
2924306,Piatã (BA),1854.24
2924405,Pilão Arcado (BA),1594.43
2924504,Pindaí (BA),2045.52
2924603,Pindobaçu (BA),1670.34
2924652,Pintadas (BA),1842.64
2924678,Piraí do Norte (BA),1581.77
2924702,Piripá (BA),1348.85
2924801,Piritiba (BA),1866.93
2924900,Planaltino (BA),1526.48
2925006,Planalto (BA),1686.31
2925105,Poções (BA),1895.4
2925204,Pojuca (BA),3060.12
2925253,Ponto Novo (BA),1681.2
2925303,Porto Seguro (BA),1856.95
2925402,Potiraguá (BA),1475.04
2925501,Prado (BA),1700.05
2925600,Presidente Dutra (BA),1474.16
2925709,Presidente Jânio Quadros (BA),1630.41
2925758,Presidente Tancredo Neves (BA),1833.99
2925808,Queimadas (BA),2132.78
2925907,Quijingue (BA),2117.14
2925931,Quixabeira (BA),1530.48
2925956,Rafael Jambeiro (BA),1892.88
2926004,Remanso (BA),1643.77
2926103,Retirolândia (BA),1352.32
2926202,Riachão das Neves (BA),2075.27
2926301,Riachão do Jacuípe (BA),1656.38
2926400,Riacho de Santana (BA),1758.28
2926509,Ribeira do Amparo (BA),1689.17
2926608,Ribeira do Pombal (BA),1736.57
2926657,Ribeirão do Largo (BA),1537.88
2926707,Rio de Contas (BA),1430.76
2926806,Rio do Antônio (BA),1777.08
2926905,Rio do Pires (BA),1458.79
2927002,Rio Real (BA),1552.19
2927101,Rodelas (BA),1547.87
2927200,Ruy Barbosa (BA),1447.2
2927309,Salinas da Margarida (BA),1538.12
2927408,Salvador (BA),3304.29
2927507,Santa Bárbara (BA),1566.06
2927606,Santa Brígida (BA),1428.08
2927705,Santa Cruz Cabrália (BA),1715.41
2927804,Santa Cruz da Vitória (BA),1478.36
2927903,Santa Inês (BA),1837.48
2928000,Santaluz (BA),1890.63
2928059,Santa Luzia (BA),1514.72
2928109,Santa Maria da Vitória (BA),1969.69
2928208,Santana (BA),1723.18
2928307,Santanópolis (BA),2036.11
2928406,Santa Rita de Cássia (BA),1975.86
2928505,Santa Terezinha (BA),1506
2928604,Santo Amaro (BA),1897.05
2928703,Santo Antônio de Jesus (BA),1761.81
2928802,Santo Estêvão (BA),1483.68
2928901,São Desidério (BA),2230.55
2928950,São Domingos (BA),1590.31
2929008,São Félix (BA),1716.69
2929057,São Félix do Coribe (BA),1734.88
2929107,São Felipe (BA),1685.01
2929206,São Francisco do Conde (BA),5241.9
2929255,São Gabriel (BA),1711.16
2929305,São Gonçalo dos Campos (BA),1788.36
2929354,São José da Vitória (BA),1366.2
2929370,São José do Jacuípe (BA),1616.13
2929404,São Miguel das Matas (BA),1341.79
2929503,São Sebastião do Passé (BA),3096.39
2929602,Sapeaçu (BA),1382.17
2929701,Sátiro Dias (BA),1794.36
2929750,Saubara (BA),1311.65
2929800,Saúde (BA),1536.74
2929909,Seabra (BA),1776.69
2930006,Sebastião Laranjeiras (BA),1647.8
2930105,Senhor do Bonfim (BA),1758.22
2930154,Serra do Ramalho (BA),1770.91
2930204,Sento Sé (BA),1864.8
2930303,Serra Dourada (BA),1402.5
2930402,Serra Preta (BA),1363.51
2930501,Serrinha (BA),1542.48
2930600,Serrolândia (BA),1476.6
2930709,Simões Filho (BA),2348.31
2930758,Sítio do Mato (BA),1304.76
2930766,Sítio do Quinto (BA),1572.47
2930774,Sobradinho (BA),2156.35
2930808,Souto Soares (BA),2326.07
2930907,Tabocas do Brejo Velho (BA),1375.08
2931004,Tanhaçu (BA),1560.98
2931053,Tanque Novo (BA),1886.26
2931103,Tanquinho (BA),1524.44
2931202,Taperoá (BA),1975.74
2931301,Tapiramutá (BA),1794.62
2931350,Teixeira de Freitas (BA),1920.66
2931400,Teodoro Sampaio (BA),1645.45
2931509,Teofilândia (BA),1850.57
2931608,Teolândia (BA),1835.72
2931707,Terra Nova (BA),1590.34
2931806,Tremedal (BA),1947.17
2931905,Tucano (BA),1933.19
2932002,Uauá (BA),1994.04
2932101,Ubaíra (BA),1741.16
2932200,Ubaitaba (BA),1817.01
2932309,Ubatã (BA),1397.72
2932408,Uibaí (BA),1622.63
2932457,Umburanas (BA),1543.4
2932507,Una (BA),1495.94
2932606,Urandi (BA),1842.77
2932705,Uruçuca (BA),1734.55
2932804,Utinga (BA),1452.92
2932903,Valença (BA),1696.4
2933000,Valente (BA),1344.61
2933059,Várzea da Roça (BA),1684.02
2933109,Várzea do Poço (BA),1739.17
2933158,Várzea Nova (BA),1773.76
2933174,Varzedo (BA),1910.14
2933208,Vera Cruz (BA),1682.54
2933257,Vereda (BA),1537.54
2933307,Vitória da Conquista (BA),1850.11
2933406,Wagner (BA),1461.41
2933455,Wanderley (BA),1775.38
2933505,Wenceslau Guimarães (BA),1905.26
2933604,Xique-Xique (BA),1740.98
3100104,Abadia dos Dourados (MG),1360.31
3100203,Abaeté (MG),1793.06
3100302,Abre Campo (MG),1446.31
3100401,Acaiaca (MG),1495.46
3100500,Açucena (MG),1417.74
3100609,Água Boa (MG),1465.15
3100708,Água Comprida (MG),2546.34
3100807,Aguanil (MG),1561.49
3100906,Águas Formosas (MG),1742.86
3101003,Águas Vermelhas (MG),1408.97
3101102,Aimorés (MG),1760.77
3101201,Aiuruoca (MG),1818
3101300,Alagoa (MG),1895.66
3101409,Albertina (MG),1953.32
3101508,Além Paraíba (MG),1766.75
3101607,Alfenas (MG),2459.8
3101631,Alfredo Vasconcelos (MG),1661.98
3101706,Almenara (MG),1705.47
3101805,Alpercata (MG),1440.8
3101904,Alpinópolis (MG),1721.23
3102001,Alterosa (MG),1558.57
3102050,Alto Caparaó (MG),1621.95
3102100,Alto Rio Doce (MG),1593.99
3102209,Alvarenga (MG),1416.65
3102308,Alvinópolis (MG),1669.55
3102407,Alvorada de Minas (MG),1848.54
3102506,Amparo do Serra (MG),1535.96
3102605,Andradas (MG),1794.88
3102704,Cachoeira de Pajeú (MG),1426.14
3102803,Andrelândia (MG),1533.06
3102852,Angelândia (MG),1564.08
3102902,Antônio Carlos (MG),1680.84
3103009,Antônio Dias (MG),2097.96
3103108,Antônio Prado de Minas (MG),1866.3
3103207,Araçaí (MG),1554.05
3103306,Aracitaba (MG),1712.61
3103405,Araçuaí (MG),1613.98
3103504,Araguari (MG),2065.34
3103603,Arantina (MG),1333.7
3103702,Araponga (MG),1680.68
3103751,Araporã (MG),2808.88
3103801,Arapuá (MG),1923.61
3103900,Araújos (MG),1511.27
3104007,Araxá (MG),2800.29
3104106,Arceburgo (MG),2101.88
3104205,Arcos (MG),2176.12
3104304,Areado (MG),1753.82
3104403,Argirita (MG),1620.23
3104452,Aricanduva (MG),1465.33
3104502,Arinos (MG),1572.79
3104601,Astolfo Dutra (MG),1282.57
3104700,Ataléia (MG),1770.86
3104809,Augusto de Lima (MG),1611.13
3104908,Baependi (MG),1757.44
3105004,Baldim (MG),1826.71
3105103,Bambuí (MG),1792.96
3105202,Bandeira (MG),1608.5
3105301,Bandeira do Sul (MG),1506.46
3105400,Barão de Cocais (MG),2257.71
3105509,Barão de Monte Alto (MG),1554.89
3105608,Barbacena (MG),2122.19
3105707,Barra Longa (MG),1603.29
3105905,Barroso (MG),1796.55
3106002,Bela Vista de Minas (MG),2562.8
3106101,Belmiro Braga (MG),1872.96
3106200,Belo Horizonte (MG),3391.31
3106309,Belo Oriente (MG),2751.95
3106408,Belo Vale (MG),1808
3106507,Berilo (MG),1462.96
3106606,Bertópolis (MG),1471.49
3106655,Berizal (MG),1332.15
3106705,Betim (MG),3222.39
3106804,Bias Fortes (MG),1522.03
3106903,Bicas (MG),1288.73
3107000,Biquinhas (MG),1662.67
3107109,Boa Esperança (MG),1714.98
3107208,Bocaina de Minas (MG),1482.89
3107307,Bocaiúva (MG),1639.29
3107406,Bom Despacho (MG),1753.05
3107505,Bom Jardim de Minas (MG),1535.52
3107604,Bom Jesus da Penha (MG),1869.46
3107703,Bom Jesus do Amparo (MG),1354.27
3107802,Bom Jesus do Galho (MG),1471.03
3107901,Bom Repouso (MG),1662.41
3108008,Bom Sucesso (MG),1744.49
3108107,Bonfim (MG),1542.07
3108206,Bonfinópolis de Minas (MG),1759.74
3108255,Bonito de Minas (MG),1511.82
3108305,Borda da Mata (MG),1596.64
3108404,Botelhos (MG),1709.88
3108503,Botumirim (MG),1397.94
3108552,Brasilândia de Minas (MG),1786.9
3108602,Brasília de Minas (MG),1620.53
3108701,Brás Pires (MG),1337.54
3108800,Braúnas (MG),1957.86
3108909,Brazópolis (MG),1581.26
3109006,Brumadinho (MG),2266.3
3109105,Bueno Brandão (MG),1717.89
3109204,Buenópolis (MG),1519.86
3109253,Bugre (MG),1338.12
3109303,Buritis (MG),1981.54
3109402,Buritizeiro (MG),1711.38
3109451,Cabeceira Grande (MG),2122.5
3109501,Cabo Verde (MG),1824.97
3109600,Cachoeira da Prata (MG),1500.71
3109709,Cachoeira de Minas (MG),1715.41
3109808,Cachoeira Dourada (MG),2450.3
3109907,Caetanópolis (MG),1511.66
3110004,Caeté (MG),1965.82
3110103,Caiana (MG),1488.81
3110202,Cajuri (MG),1562.45
3110301,Caldas (MG),2484.31
3110400,Camacho (MG),1973.32
3110509,Camanducaia (MG),1837.36
3110608,Cambuí (MG),1802.64
3110707,Cambuquira (MG),1517.88
3110806,Campanário (MG),1501
3110905,Campanha (MG),1596.73
3111002,Campestre (MG),1726.71
3111101,Campina Verde (MG),1784.49
3111150,Campo Azul (MG),1460.66
3111200,Campo Belo (MG),1618.08
3111309,Campo do Meio (MG),1510.56
3111408,Campo Florido (MG),2505.06
3111507,Campos Altos (MG),1779.66
3111606,Campos Gerais (MG),1723.28
3111705,Canaã (MG),1443.25
3111804,Canápolis (MG),1659.17
3111903,Cana Verde (MG),1494.52
3112000,Candeias (MG),1592.61
3112059,Cantagalo (MG),1514.56
3112109,Caparaó (MG),1456.43
3112208,Capela Nova (MG),1528.38
3112307,Capelinha (MG),1621.12
3112406,Capetinga (MG),1403.16
3112505,Capim Branco (MG),1498.47
3112604,Capinópolis (MG),1660.6
3112653,Capitão Andrade (MG),1482.64
3112703,Capitão Enéas (MG),1591.36
3112802,Capitólio (MG),1703.96
3112901,Caputira (MG),1256.41
3113008,Caraí (MG),1573.1
3113107,Caranaíba (MG),1782.08
3113206,Carandaí (MG),1894.09
3113305,Carangola (MG),1613.11
3113404,Caratinga (MG),1750.52
3113503,Carbonita (MG),1416.08
3113602,Careaçu (MG),1617.67
3113701,Carlos Chagas (MG),1813.49
3113800,Carmésia (MG),1639.37
3113909,Carmo da Cachoeira (MG),2682.21
3114006,Carmo da Mata (MG),1798.36
3114105,Carmo de Minas (MG),1840.38
3114204,Carmo do Cajuru (MG),1816.14
3114303,Carmo do Paranaíba (MG),1955.36
3114402,Carmo do Rio Claro (MG),1767.03
3114501,Carmópolis de Minas (MG),1735.12
3114550,Carneirinho (MG),2280.09
3114600,Carrancas (MG),1732.44
3114709,Carvalhópolis (MG),1813.4
3114808,Carvalhos (MG),1815.3
3114907,Casa Grande (MG),1770.8
3115003,Cascalho Rico (MG),1500.73
3115102,Cássia (MG),1852.05
3115201,Conceição da Barra de Minas (MG),1689.69
3115300,Cataguases (MG),1962.11
3115359,Catas Altas (MG),2166.23
3115409,Catas Altas da Noruega (MG),1260.94
3115458,Catuji (MG),1479.09
3115474,Catuti (MG),1454.7
3115508,Caxambu (MG),1656.09
3115607,Cedro do Abaeté (MG),1718.65
3115706,Central de Minas (MG),1398.47
3115805,Centralina (MG),1833.62
3115904,Chácara (MG),1717.9
3116001,Chalé (MG),1371.47
3116100,Chapada do Norte (MG),1427.04
3116159,Chapada Gaúcha (MG),1721.86
3116209,Chiador (MG),1613.19
3116308,Cipotânea (MG),1415.52
3116407,Claraval (MG),1782.08
3116506,Claro dos Poções (MG),1415.35
3116605,Cláudio (MG),1726.15
3116704,Coimbra (MG),1739.03
3116803,Coluna (MG),1422.58
3116902,Comendador Gomes (MG),1753.58
3117009,Comercinho (MG),1552.04
3117108,Conceição da Aparecida (MG),1859.26
3117207,Conceição das Pedras (MG),1749.39
3117306,Conceição das Alagoas (MG),2387.25
3117405,Conceição de Ipanema (MG),1645.64
3117504,Conceição do Mato Dentro (MG),3681.89
3117603,Conceição do Pará (MG),3047.42
3117702,Conceição do Rio Verde (MG),1569.15
3117801,Conceição dos Ouros (MG),1463.86
3117836,Cônego Marinho (MG),1466
3117876,Confins (MG),3937.63
3117900,Congonhal (MG),1534.15
3118007,Congonhas (MG),2992.74
3118106,Congonhas do Norte (MG),1662.61
3118205,Conquista (MG),2307.54
3118304,Conselheiro Lafaiete (MG),1865.83
3118403,Conselheiro Pena (MG),2037.05
3118502,Consolação (MG),2085.89
3118601,Contagem (MG),2473.7
3118700,Coqueiral (MG),1571.02
3118809,Coração de Jesus (MG),1425.91
3118908,Cordisburgo (MG),1612.67
3119005,Cordislândia (MG),1748.63
3119104,Corinto (MG),1582.49
3119203,Coroaci (MG),1599.96
3119302,Coromandel (MG),1883.83
3119401,Coronel Fabriciano (MG),1733.58
3119500,Coronel Murta (MG),1393.84
3119609,Coronel Pacheco (MG),1480.13
3119708,Coronel Xavier Chaves (MG),1794.49
3119807,Córrego Danta (MG),1685.49
3119906,Córrego do Bom Jesus (MG),1791.52
3119955,Córrego Fundo (MG),1805.92
3120003,Córrego Novo (MG),1443.06
3120102,Couto de Magalhães de Minas (MG),1445.38
3120151,Crisólita (MG),1736.27
3120201,Cristais (MG),1210.11
3120300,Cristália (MG),1528.05
3120409,Cristiano Otoni (MG),1570.09
3120508,Cristina (MG),1538.29
3120607,Crucilândia (MG),1514.56
3120706,Cruzeiro da Fortaleza (MG),2114.08
3120805,Cruzília (MG),1696.16
3120839,Cuparaque (MG),1422.26
3120870,Curral de Dentro (MG),1619.45
3120904,Curvelo (MG),1661.88
3121001,Datas (MG),1453.55
3121100,Delfim Moreira (MG),1660.97
3121209,Delfinópolis (MG),1805
3121258,Delta (MG),2952.95
3121308,Descoberto (MG),1326.93
3121407,Desterro de Entre Rios (MG),2130.36
3121506,Desterro do Melo (MG),1578.15
3121605,Diamantina (MG),2969.12
3121704,Diogo de Vasconcelos (MG),1527.45
3121803,Dionísio (MG),1250.26
3121902,Divinésia (MG),1383.15
3122009,Divino (MG),1573.41
3122108,Divino das Laranjeiras (MG),1395.73
3122207,Divinolândia de Minas (MG),1335.72
3122306,Divinópolis (MG),2057.8
3122355,Divisa Alegre (MG),1906.62
3122405,Divisa Nova (MG),1513.56
3122454,Divisópolis (MG),1696.59
3122470,Dom Bosco (MG),1627.24
3122504,Dom Cavati (MG),1463.64
3122603,Dom Joaquim (MG),1673.88
3122702,Dom Silvério (MG),1730.85
3122801,Dom Viçoso (MG),1846.73
3122900,Dona Eusébia (MG),1256.84
3123007,Dores de Campos (MG),1632.88
3123106,Dores de Guanhães (MG),1753.1
3123205,Dores do Indaiá (MG),1631.36
3123304,Dores do Turvo (MG),1449.31
3123403,Doresópolis (MG),3009.03
3123502,Douradoquara (MG),1691.33
3123528,Durandé (MG),1634.17
3123601,Elói Mendes (MG),1733.97
3123700,Engenheiro Caldas (MG),1289.78
3123809,Engenheiro Navarro (MG),1440.25
3123858,Entre Folhas (MG),1524.97
3123908,Entre Rios de Minas (MG),1589.72
3124005,Ervália (MG),1414.25
3124104,Esmeraldas (MG),1858.78
3124203,Espera Feliz (MG),1518.3
3124302,Espinosa (MG),1362.49
3124401,Espírito Santo do Dourado (MG),1622.6
3124500,Estiva (MG),1871.82
3124609,Estrela Dalva (MG),1615.83
3124708,Estrela do Indaiá (MG),1663.78
3124807,Estrela do Sul (MG),1647.97
3124906,Eugenópolis (MG),1387.01
3125002,Ewbank da Câmara (MG),1434.06
3125101,Extrema (MG),2389.73
3125200,Fama (MG),1875.42
3125309,Faria Lemos (MG),1682.01
3125408,Felício dos Santos (MG),1562.73
3125507,São Gonçalo do Rio Preto (MG),1411.75
3125606,Felisburgo (MG),1469.07
3125705,Felixlândia (MG),1959.29
3125804,Fernandes Tourinho (MG),1386.07
3125903,Ferros (MG),1634.32
3125952,Fervedouro (MG),1567.51
3126000,Florestal (MG),1507.54
3126109,Formiga (MG),1815.22
3126208,Formoso (MG),1976.82
3126307,Fortaleza de Minas (MG),1833.28
3126406,Fortuna de Minas (MG),1628.03
3126505,Francisco Badaró (MG),1435.74
3126604,Francisco Dumont (MG),1324.11
3126703,Francisco Sá (MG),1543.78
3126752,Franciscópolis (MG),1898.04
3126802,Frei Gaspar (MG),1620.8
3126901,Frei Inocêncio (MG),1404.33
3126950,Frei Lagonegro (MG),1391.47
3127008,Fronteira (MG),2350.85
3127057,Fronteira dos Vales (MG),1441.12
3127073,Fruta de Leite (MG),1332.97
3127107,Frutal (MG),2148.65
3127206,Funilândia (MG),1618.4
3127305,Galiléia (MG),1459.32
3127339,Gameleiras (MG),1316.19
3127354,Glaucilândia (MG),1345.78
3127370,Goiabeira (MG),1422.77
3127388,Goianá (MG),1779.45
3127404,Gonçalves (MG),1758.1
3127503,Gonzaga (MG),1539.81
3127602,Gouveia (MG),1465.6
3127701,Governador Valadares (MG),1956.95
3127800,Grão Mogol (MG),1550.05
3127909,Grupiara (MG),1459.36
3128006,Guanhães (MG),1826.57
3128105,Guapé (MG),1667.64
3128204,Guaraciaba (MG),1372.86
3128253,Guaraciama (MG),1465.1
3128303,Guaranésia (MG),2010.44
3128402,Guarani (MG),1476.7
3128501,Guarará (MG),1436.71
3128600,Guarda-Mor (MG),2138.09
3128709,Guaxupé (MG),2069.73
3128808,Guidoval (MG),1487.43
3128907,Guimarânia (MG),1753.56
3129004,Guiricema (MG),1328.46
3129103,Gurinhatã (MG),1911.23
3129202,Heliodora (MG),1453.91
3129301,Iapu (MG),1566.07
3129400,Ibertioga (MG),1491.9
3129509,Ibiá (MG),2040.09
3129608,Ibiaí (MG),1266.57
3129657,Ibiracatu (MG),1511.66
3129707,Ibiraci (MG),2340.12
3129806,Ibirité (MG),2110.17
3129905,Ibitiúra de Minas (MG),1715.55
3130002,Ibituruna (MG),1663.85
3130051,Icaraí de Minas (MG),1510.51
3130101,Igarapé (MG),1852.83
3130200,Igaratinga (MG),1663.87
3130309,Iguatama (MG),2018.86
3130408,Ijaci (MG),2461.91
3130507,Ilicínea (MG),1398.63
3130556,Imbé de Minas (MG),1373.32
3130606,Inconfidentes (MG),1475.78
3130655,Indaiabira (MG),1330.5
3130705,Indianópolis (MG),2629.91
3130804,Ingaí (MG),1502.11
3130903,Inhapim (MG),1624.66
3131000,Inhaúma (MG),1734.81
3131109,Inimutaba (MG),1344.57
3131158,Ipaba (MG),1413.03
3131208,Ipanema (MG),1552.7
3131307,Ipatinga (MG),2265.87
3131406,Ipiaçu (MG),1708.44
3131505,Ipuiúna (MG),1648.51
3131604,Iraí de Minas (MG),1883.99
3131703,Itabira (MG),2111.51
3131802,Itabirinha (MG),1497.04
3131901,Itabirito (MG),2460.92
3132008,Itacambira (MG),1958.49
3132107,Itacarambi (MG),1665.85
3132206,Itaguara (MG),1712.23
3132305,Itaipé (MG),1640.86
3132404,Itajubá (MG),2719.15
3132503,Itamarandiba (MG),1510.12
3132602,Itamarati de Minas (MG),1506.01
3132701,Itambacuri (MG),1571.01
3132800,Itambé do Mato Dentro (MG),1712.63
3132909,Itamogi (MG),1555.16
3133006,Itamonte (MG),2060.16
3133105,Itanhandu (MG),1768.24
3133204,Itanhomi (MG),1455.29
3133303,Itaobim (MG),1541.42
3133402,Itapagipe (MG),2244.11
3133501,Itapecerica (MG),1864.49
3133600,Itapeva (MG),2046.2
3133709,Itatiaiuçu (MG),3315.07
3133758,Itaú de Minas (MG),2458.16
3133808,Itaúna (MG),2239.3
3133907,Itaverava (MG),1502.33
3134004,Itinga (MG),1791.72
3134103,Itueta (MG),1527.48
3134202,Ituiutaba (MG),2014.2
3134301,Itumirim (MG),1801.07
3134400,Iturama (MG),2333.28
3134509,Itutinga (MG),1692.02
3134608,Jaboticatubas (MG),1757.68
3134707,Jacinto (MG),1609.43
3134806,Jacuí (MG),1635.17
3134905,Jacutinga (MG),1664.67
3135001,Jaguaraçu (MG),1528.13
3135050,Jaíba (MG),1659.82
3135076,Jampruca (MG),1732.38
3135100,Janaúba (MG),1668.07
3135209,Januária (MG),1731.12
3135308,Japaraíba (MG),1588.1
3135357,Japonvar (MG),1360.08
3135407,Jeceaba (MG),4650.78
3135456,Jenipapo de Minas (MG),1351.62
3135506,Jequeri (MG),1603.58
3135605,Jequitaí (MG),1608.45
3135704,Jequitibá (MG),1563.02
3135803,Jequitinhonha (MG),1726.96
3135902,Jesuânia (MG),1516.3
3136009,Joaíma (MG),1649.37
3136108,Joanésia (MG),1502.06
3136207,João Monlevade (MG),2264.9
3136306,João Pinheiro (MG),1773.99
3136405,Joaquim Felício (MG),1469.07
3136504,Jordânia (MG),1377.68
3136520,José Gonçalves de Minas (MG),1622.58
3136553,José Raydan (MG),1302.69
3136579,Josenópolis (MG),1944.71
3136603,Nova União (MG),1564.92
3136652,Juatuba (MG),2552.26
3136702,Juiz de Fora (MG),2399.07
3136801,Juramento (MG),1284.3
3136900,Juruaia (MG),1364.21
3136959,Juvenília (MG),1383.94
3137007,Ladainha (MG),1652.17
3137106,Lagamar (MG),1755.49
3137205,Lagoa da Prata (MG),2091.88
3137304,Lagoa dos Patos (MG),1550.62
3137403,Lagoa Dourada (MG),1582
3137502,Lagoa Formosa (MG),1808.07
3137536,Lagoa Grande (MG),2112.07
3137601,Lagoa Santa (MG),2422.85
3137700,Lajinha (MG),1819.91
3137809,Lambari (MG),1711.24
3137908,Lamim (MG),1506.45
3138005,Laranjal (MG),1610.78
3138104,Lassance (MG),1986.19
3138203,Lavras (MG),2480.17
3138302,Leandro Ferreira (MG),1840.63
3138351,Leme do Prado (MG),1535.93
3138401,Leopoldina (MG),1629.64
3138500,Liberdade (MG),1655.56
3138609,Lima Duarte (MG),1423.96
3138625,Limeira do Oeste (MG),2575.6
3138658,Lontra (MG),1400.6
3138674,Luisburgo (MG),1550.08
3138682,Luislândia (MG),1569.26
3138708,Luminárias (MG),1478.53
3138807,Luz (MG),1829.95
3138906,Machacalis (MG),1736.29
3139003,Machado (MG),1922.19
3139102,Madre de Deus de Minas (MG),1587.67
3139201,Malacacheta (MG),1563.1
3139250,Mamonas (MG),1431.57
3139300,Manga (MG),1482.19
3139409,Manhuaçu (MG),1816.2
3139508,Manhumirim (MG),1572.99
3139607,Mantena (MG),1516.84
3139706,Maravilhas (MG),1487.59
3139805,Mar de Espanha (MG),1095.48
3139904,Maria da Fé (MG),1865.8
3140001,Mariana (MG),2395.02
3140100,Marilac (MG),1572.1
3140159,Mário Campos (MG),1541.9
3140209,Maripá de Minas (MG),1361.04
3140308,Marliéria (MG),1667.59
3140407,Marmelópolis (MG),1634.11
3140506,Martinho Campos (MG),1714.07
3140530,Martins Soares (MG),1724.74
3140555,Mata Verde (MG),1539.9
3140605,Materlândia (MG),1649.32
3140704,Mateus Leme (MG),1922.27
3140803,Matias Barbosa (MG),2240.67
3140852,Matias Cardoso (MG),1435.58
3140902,Matipó (MG),1539.48
3141009,Mato Verde (MG),1356.96
3141108,Matozinhos (MG),2085.96
3141207,Matutina (MG),1572.47
3141306,Medeiros (MG),1541.68
3141405,Medina (MG),1679.22
3141504,Mendes Pimentel (MG),1449.88
